2020-04-27 23:04:17 INFO  BrowserSelector :21 - Chrome Browser Selected
2020-04-27 23:04:440 INFO  BrowserSelector :21 - Chrome Browser Selected
2020-04-27 23:04:565 INFO  BrowserSelector :21 - Chrome Browser Selected
2020-04-28 00:04:409 INFO  OpenAccountPage :47 -  Click on Process button: [[ChromeDriver: chrome on WINDOWS (8ad1b4cb8ce8e8df1153b0e7159209f8)] -> xpath: //button[contains(text(),'Process')]]
2020-04-28 00:04:705 INFO  BrowserSelector :21 - Chrome Browser Selected
2020-04-28 00:04:346 INFO  HomePage :35 -  Click on BankManagerLogin tab: [[ChromeDriver: chrome on WINDOWS (8ae7d4984905590f3059adc61161e688)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2020-04-28 00:04:860 INFO  BankManagerLoginPage :26 -  Click on AddCustomer tab: [[ChromeDriver: chrome on WINDOWS (8ae7d4984905590f3059adc61161e688)] -> xpath: //button[contains(text(),'Add Customer')]]
2020-04-28 00:04:596 INFO  AddCustomerPage :30 -  Enter first name: Severus42 in the field [[ChromeDriver: chrome on WINDOWS (8ae7d4984905590f3059adc61161e688)] -> xpath: //input[@placeholder='First Name']]
2020-04-28 00:04:786 INFO  AddCustomerPage :37 -  Enter last name: Snape in the field [[ChromeDriver: chrome on WINDOWS (8ae7d4984905590f3059adc61161e688)] -> xpath: //input[@placeholder='Last Name']]
2020-04-28 00:04:43 INFO  AddCustomerPage :44 -  Enter postcode: HG3 14WB in the field [[ChromeDriver: chrome on WINDOWS (8ae7d4984905590f3059adc61161e688)] -> xpath: //input[@placeholder='Post Code']]
2020-04-28 00:04:785 INFO  BankManagerLoginPage :26 -  Click on AddCustomer tab: [[ChromeDriver: chrome on WINDOWS (8ae7d4984905590f3059adc61161e688)] -> xpath: //button[contains(text(),'Add Customer')]]
2020-04-28 00:04:537 INFO  AddCustomerPage :55 -  Click on AddCustomer button: [[ChromeDriver: chrome on WINDOWS (8ae7d4984905590f3059adc61161e688)] -> css selector: button.btn.btn-default]
2020-04-28 00:04:819 INFO  BankManagerLoginPage :40 -  Click on Customer tab: [[ChromeDriver: chrome on WINDOWS (8ae7d4984905590f3059adc61161e688)] -> xpath: //button[contains(text(),'Customers')]]
2020-04-28 00:04:150 INFO  CustomersPage :23 -  Seacrch CustomerName: Severus in the field [[ChromeDriver: chrome on WINDOWS (8ae7d4984905590f3059adc61161e688)] -> xpath: //input[@placeholder='Search Customer']]
2020-04-28 00:04:304 INFO  CustomersPage :31 -  Click on Deleter button: Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Delete')]'
2020-04-28 00:04:210 INFO  BrowserSelector :21 - Chrome Browser Selected
2020-04-28 00:04:189 INFO  HomePage :35 -  Click on BankManagerLogin tab: [[ChromeDriver: chrome on WINDOWS (0d139cbe82596b0b8a3942c23c959061)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2020-04-28 00:04:700 INFO  BankManagerLoginPage :26 -  Click on AddCustomer tab: [[ChromeDriver: chrome on WINDOWS (0d139cbe82596b0b8a3942c23c959061)] -> xpath: //button[contains(text(),'Add Customer')]]
2020-04-28 00:04:519 INFO  AddCustomerPage :30 -  Enter first name: Severus73 in the field [[ChromeDriver: chrome on WINDOWS (0d139cbe82596b0b8a3942c23c959061)] -> xpath: //input[@placeholder='First Name']]
2020-04-28 00:04:823 INFO  AddCustomerPage :37 -  Enter last name: Snape in the field [[ChromeDriver: chrome on WINDOWS (0d139cbe82596b0b8a3942c23c959061)] -> xpath: //input[@placeholder='Last Name']]
2020-04-28 00:04:55 INFO  AddCustomerPage :44 -  Enter postcode: HG3 14WB in the field [[ChromeDriver: chrome on WINDOWS (0d139cbe82596b0b8a3942c23c959061)] -> xpath: //input[@placeholder='Post Code']]
2020-04-28 00:04:200 INFO  BankManagerLoginPage :26 -  Click on AddCustomer tab: [[ChromeDriver: chrome on WINDOWS (0d139cbe82596b0b8a3942c23c959061)] -> xpath: //button[contains(text(),'Add Customer')]]
2020-04-28 00:04:441 INFO  AddCustomerPage :55 -  Click on AddCustomer button: [[ChromeDriver: chrome on WINDOWS (0d139cbe82596b0b8a3942c23c959061)] -> css selector: button.btn.btn-default]
2020-04-28 00:04:662 INFO  HomePage :28 -  Click on Home button: [[ChromeDriver: chrome on WINDOWS (0d139cbe82596b0b8a3942c23c959061)] -> xpath: //button[contains(text(),'Home')]]
2020-04-28 00:04:837 INFO  HomePage :42 -  Click on CustomerLogin tab: [[ChromeDriver: chrome on WINDOWS (0d139cbe82596b0b8a3942c23c959061)] -> xpath: //button[contains(text(),'Customer Login')]]
2020-04-28 00:04:446 INFO  CustomerLoginPage :29 -  Search customer: [[ChromeDriver: chrome on WINDOWS (0d139cbe82596b0b8a3942c23c959061)] -> id: userSelect]
2020-04-28 00:04:628 INFO  CustomerLoginPage :36 -  Search customer: [[ChromeDriver: chrome on WINDOWS (0d139cbe82596b0b8a3942c23c959061)] -> id: userSelect]
2020-04-28 00:04:364 INFO  AccountPage :46 -  Verify text: Logout is displayed[[ChromeDriver: chrome on WINDOWS (0d139cbe82596b0b8a3942c23c959061)] -> xpath: //button[contains(text(),'Logout')]]
2020-04-28 00:04:197 INFO  BrowserSelector :21 - Chrome Browser Selected
2020-04-28 00:04:383 INFO  HomePage :35 -  Click on BankManagerLogin tab: [[ChromeDriver: chrome on WINDOWS (7c62550cdf267df776ca3cb248d6095e)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2020-04-28 00:04:590 INFO  BankManagerLoginPage :26 -  Click on AddCustomer tab: [[ChromeDriver: chrome on WINDOWS (7c62550cdf267df776ca3cb248d6095e)] -> xpath: //button[contains(text(),'Add Customer')]]
2020-04-28 00:04:209 INFO  AddCustomerPage :30 -  Enter first name: Severus64 in the field [[ChromeDriver: chrome on WINDOWS (7c62550cdf267df776ca3cb248d6095e)] -> xpath: //input[@placeholder='First Name']]
2020-04-28 00:04:390 INFO  AddCustomerPage :37 -  Enter last name: Snape in the field [[ChromeDriver: chrome on WINDOWS (7c62550cdf267df776ca3cb248d6095e)] -> xpath: //input[@placeholder='Last Name']]
2020-04-28 00:04:994 INFO  AddCustomerPage :44 -  Enter postcode: HG3 14WB in the field [[ChromeDriver: chrome on WINDOWS (7c62550cdf267df776ca3cb248d6095e)] -> xpath: //input[@placeholder='Post Code']]
2020-04-28 00:04:123 INFO  BankManagerLoginPage :26 -  Click on AddCustomer tab: [[ChromeDriver: chrome on WINDOWS (7c62550cdf267df776ca3cb248d6095e)] -> xpath: //button[contains(text(),'Add Customer')]]
2020-04-28 00:04:338 INFO  AddCustomerPage :55 -  Click on AddCustomer button: [[ChromeDriver: chrome on WINDOWS (7c62550cdf267df776ca3cb248d6095e)] -> css selector: button.btn.btn-default]
2020-04-28 00:04:583 INFO  HomePage :28 -  Click on Home button: [[ChromeDriver: chrome on WINDOWS (7c62550cdf267df776ca3cb248d6095e)] -> xpath: //button[contains(text(),'Home')]]
2020-04-28 00:04:770 INFO  HomePage :42 -  Click on CustomerLogin tab: [[ChromeDriver: chrome on WINDOWS (7c62550cdf267df776ca3cb248d6095e)] -> xpath: //button[contains(text(),'Customer Login')]]
2020-04-28 00:04:357 INFO  CustomerLoginPage :29 -  Search customer: [[ChromeDriver: chrome on WINDOWS (7c62550cdf267df776ca3cb248d6095e)] -> id: userSelect]
2020-04-28 00:04:602 INFO  CustomerLoginPage :36 -  Search customer: [[ChromeDriver: chrome on WINDOWS (7c62550cdf267df776ca3cb248d6095e)] -> id: userSelect]
2020-04-28 00:04:273 INFO  BrowserSelector :21 - Chrome Browser Selected
2020-04-28 00:04:801 INFO  HomePage :35 -  Click on BankManagerLogin tab: [[ChromeDriver: chrome on WINDOWS (638f4404d8410421b20b4d31b53d6ef3)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2020-04-28 00:04:909 INFO  BankManagerLoginPage :26 -  Click on AddCustomer tab: [[ChromeDriver: chrome on WINDOWS (638f4404d8410421b20b4d31b53d6ef3)] -> xpath: //button[contains(text(),'Add Customer')]]
2020-04-28 00:04:462 INFO  AddCustomerPage :30 -  Enter first name: Severus64 in the field [[ChromeDriver: chrome on WINDOWS (638f4404d8410421b20b4d31b53d6ef3)] -> xpath: //input[@placeholder='First Name']]
2020-04-28 00:04:673 INFO  AddCustomerPage :37 -  Enter last name: Snape in the field [[ChromeDriver: chrome on WINDOWS (638f4404d8410421b20b4d31b53d6ef3)] -> xpath: //input[@placeholder='Last Name']]
2020-04-28 00:04:899 INFO  AddCustomerPage :44 -  Enter postcode: HG3 14WB in the field [[ChromeDriver: chrome on WINDOWS (638f4404d8410421b20b4d31b53d6ef3)] -> xpath: //input[@placeholder='Post Code']]
2020-04-28 00:04:77 INFO  BankManagerLoginPage :26 -  Click on AddCustomer tab: [[ChromeDriver: chrome on WINDOWS (638f4404d8410421b20b4d31b53d6ef3)] -> xpath: //button[contains(text(),'Add Customer')]]
2020-04-28 00:04:325 INFO  AddCustomerPage :55 -  Click on AddCustomer button: [[ChromeDriver: chrome on WINDOWS (638f4404d8410421b20b4d31b53d6ef3)] -> css selector: button.btn.btn-default]
2020-04-28 00:04:567 INFO  BankManagerLoginPage :33 -  Click on OpenAccount tab: [[ChromeDriver: chrome on WINDOWS (638f4404d8410421b20b4d31b53d6ef3)] -> xpath: //button[contains(text(),'Open Account')]]
2020-04-28 00:04:608 INFO  OpenAccountPage :36 -  Select Currency from drop down: [[ChromeDriver: chrome on WINDOWS (638f4404d8410421b20b4d31b53d6ef3)] -> id: currency]
2020-04-28 00:04:976 INFO  OpenAccountPage :47 -  Click on Process button: [[ChromeDriver: chrome on WINDOWS (638f4404d8410421b20b4d31b53d6ef3)] -> xpath: //button[contains(text(),'Process')]]
2020-04-28 00:04:598 INFO  BrowserSelector :21 - Chrome Browser Selected
2020-04-28 00:04:87 INFO  HomePage :35 -  Click on BankManagerLogin tab: [[ChromeDriver: chrome on WINDOWS (56e5cb12a829dfd7324f7ce0f7f97869)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2020-04-28 00:04:185 INFO  BankManagerLoginPage :26 -  Click on AddCustomer tab: [[ChromeDriver: chrome on WINDOWS (56e5cb12a829dfd7324f7ce0f7f97869)] -> xpath: //button[contains(text(),'Add Customer')]]
2020-04-28 00:04:629 INFO  AddCustomerPage :30 -  Enter first name: Severus40 in the field [[ChromeDriver: chrome on WINDOWS (56e5cb12a829dfd7324f7ce0f7f97869)] -> xpath: //input[@placeholder='First Name']]
2020-04-28 00:04:821 INFO  AddCustomerPage :37 -  Enter last name: Snape in the field [[ChromeDriver: chrome on WINDOWS (56e5cb12a829dfd7324f7ce0f7f97869)] -> xpath: //input[@placeholder='Last Name']]
2020-04-28 00:04:54 INFO  AddCustomerPage :44 -  Enter postcode: HG3 14WB in the field [[ChromeDriver: chrome on WINDOWS (56e5cb12a829dfd7324f7ce0f7f97869)] -> xpath: //input[@placeholder='Post Code']]
2020-04-28 00:04:205 INFO  BankManagerLoginPage :26 -  Click on AddCustomer tab: [[ChromeDriver: chrome on WINDOWS (56e5cb12a829dfd7324f7ce0f7f97869)] -> xpath: //button[contains(text(),'Add Customer')]]
2020-04-28 00:04:469 INFO  AddCustomerPage :55 -  Click on AddCustomer button: [[ChromeDriver: chrome on WINDOWS (56e5cb12a829dfd7324f7ce0f7f97869)] -> css selector: button.btn.btn-default]
2020-04-28 00:04:710 INFO  BankManagerLoginPage :40 -  Click on Customer tab: [[ChromeDriver: chrome on WINDOWS (56e5cb12a829dfd7324f7ce0f7f97869)] -> xpath: //button[contains(text(),'Customers')]]
2020-04-28 00:04:968 INFO  CustomersPage :23 -  Seacrch CustomerName: Severus in the field [[ChromeDriver: chrome on WINDOWS (56e5cb12a829dfd7324f7ce0f7f97869)] -> xpath: //input[@placeholder='Search Customer']]
2020-04-28 00:04:178 INFO  CustomersPage :31 -  Click on Deleter button: Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Delete')]'
2020-04-28 00:04:170 INFO  BrowserSelector :21 - Chrome Browser Selected
2020-04-28 00:04:103 INFO  HomePage :35 -  Click on BankManagerLogin tab: [[ChromeDriver: chrome on WINDOWS (ca86ff9407c0581e7e8db271b7417ff3)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2020-04-28 00:04:602 INFO  BankManagerLoginPage :26 -  Click on AddCustomer tab: [[ChromeDriver: chrome on WINDOWS (ca86ff9407c0581e7e8db271b7417ff3)] -> xpath: //button[contains(text(),'Add Customer')]]
2020-04-28 00:04:156 INFO  AddCustomerPage :30 -  Enter first name: Severus75 in the field [[ChromeDriver: chrome on WINDOWS (ca86ff9407c0581e7e8db271b7417ff3)] -> xpath: //input[@placeholder='First Name']]
2020-04-28 00:04:376 INFO  AddCustomerPage :37 -  Enter last name: Snape in the field [[ChromeDriver: chrome on WINDOWS (ca86ff9407c0581e7e8db271b7417ff3)] -> xpath: //input[@placeholder='Last Name']]
2020-04-28 00:04:617 INFO  AddCustomerPage :44 -  Enter postcode: HG3 14WB in the field [[ChromeDriver: chrome on WINDOWS (ca86ff9407c0581e7e8db271b7417ff3)] -> xpath: //input[@placeholder='Post Code']]
2020-04-28 00:04:784 INFO  BankManagerLoginPage :26 -  Click on AddCustomer tab: [[ChromeDriver: chrome on WINDOWS (ca86ff9407c0581e7e8db271b7417ff3)] -> xpath: //button[contains(text(),'Add Customer')]]
2020-04-28 00:04:57 INFO  AddCustomerPage :55 -  Click on AddCustomer button: [[ChromeDriver: chrome on WINDOWS (ca86ff9407c0581e7e8db271b7417ff3)] -> css selector: button.btn.btn-default]
2020-04-28 00:04:268 INFO  BankManagerLoginPage :33 -  Click on OpenAccount tab: [[ChromeDriver: chrome on WINDOWS (ca86ff9407c0581e7e8db271b7417ff3)] -> xpath: //button[contains(text(),'Open Account')]]
2020-04-28 00:04:372 INFO  OpenAccountPage :36 -  Select Currency from drop down: [[ChromeDriver: chrome on WINDOWS (ca86ff9407c0581e7e8db271b7417ff3)] -> id: currency]
2020-04-28 00:04:612 INFO  OpenAccountPage :47 -  Click on Process button: [[ChromeDriver: chrome on WINDOWS (ca86ff9407c0581e7e8db271b7417ff3)] -> xpath: //button[contains(text(),'Process')]]
2020-04-28 00:04:849 INFO  HomePage :28 -  Click on Home button: [[ChromeDriver: chrome on WINDOWS (ca86ff9407c0581e7e8db271b7417ff3)] -> xpath: //button[contains(text(),'Home')]]
2020-04-28 00:04:117 INFO  HomePage :42 -  Click on CustomerLogin tab: [[ChromeDriver: chrome on WINDOWS (ca86ff9407c0581e7e8db271b7417ff3)] -> xpath: //button[contains(text(),'Customer Login')]]
2020-04-28 00:04:607 INFO  CustomerLoginPage :29 -  Search customer: [[ChromeDriver: chrome on WINDOWS (ca86ff9407c0581e7e8db271b7417ff3)] -> id: userSelect]
2020-04-28 00:04:803 INFO  CustomerLoginPage :36 -  Search customer: [[ChromeDriver: chrome on WINDOWS (ca86ff9407c0581e7e8db271b7417ff3)] -> id: userSelect]
2020-04-28 00:04:520 INFO  AccountPage :46 -  Verify text: Logout is displayed[[ChromeDriver: chrome on WINDOWS (ca86ff9407c0581e7e8db271b7417ff3)] -> xpath: //button[contains(text(),'Logout')]]
2020-04-28 00:04:244 INFO  BrowserSelector :21 - Chrome Browser Selected
2020-04-28 00:04:82 INFO  HomePage :35 -  Click on BankManagerLogin tab: [[ChromeDriver: chrome on WINDOWS (bef0ce2407e2341bfa72628cb483933a)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2020-04-28 00:04:288 INFO  BankManagerLoginPage :26 -  Click on AddCustomer tab: [[ChromeDriver: chrome on WINDOWS (bef0ce2407e2341bfa72628cb483933a)] -> xpath: //button[contains(text(),'Add Customer')]]
2020-04-28 00:04:920 INFO  AddCustomerPage :30 -  Enter first name: Severus39 in the field [[ChromeDriver: chrome on WINDOWS (bef0ce2407e2341bfa72628cb483933a)] -> xpath: //input[@placeholder='First Name']]
2020-04-28 00:04:156 INFO  AddCustomerPage :37 -  Enter last name: Snape in the field [[ChromeDriver: chrome on WINDOWS (bef0ce2407e2341bfa72628cb483933a)] -> xpath: //input[@placeholder='Last Name']]
2020-04-28 00:04:409 INFO  AddCustomerPage :44 -  Enter postcode: HG3 14WB in the field [[ChromeDriver: chrome on WINDOWS (bef0ce2407e2341bfa72628cb483933a)] -> xpath: //input[@placeholder='Post Code']]
2020-04-28 00:04:577 INFO  BankManagerLoginPage :26 -  Click on AddCustomer tab: [[ChromeDriver: chrome on WINDOWS (bef0ce2407e2341bfa72628cb483933a)] -> xpath: //button[contains(text(),'Add Customer')]]
2020-04-28 00:04:774 INFO  AddCustomerPage :55 -  Click on AddCustomer button: [[ChromeDriver: chrome on WINDOWS (bef0ce2407e2341bfa72628cb483933a)] -> css selector: button.btn.btn-default]
2020-04-28 00:04:973 INFO  BankManagerLoginPage :33 -  Click on OpenAccount tab: [[ChromeDriver: chrome on WINDOWS (bef0ce2407e2341bfa72628cb483933a)] -> xpath: //button[contains(text(),'Open Account')]]
2020-04-28 00:04:714 INFO  OpenAccountPage :36 -  Select Currency from drop down: [[ChromeDriver: chrome on WINDOWS (bef0ce2407e2341bfa72628cb483933a)] -> id: currency]
2020-04-28 00:04:918 INFO  OpenAccountPage :47 -  Click on Process button: [[ChromeDriver: chrome on WINDOWS (bef0ce2407e2341bfa72628cb483933a)] -> xpath: //button[contains(text(),'Process')]]
2020-04-28 00:04:164 INFO  HomePage :28 -  Click on Home button: [[ChromeDriver: chrome on WINDOWS (bef0ce2407e2341bfa72628cb483933a)] -> xpath: //button[contains(text(),'Home')]]
2020-04-28 00:04:334 INFO  HomePage :42 -  Click on CustomerLogin tab: [[ChromeDriver: chrome on WINDOWS (bef0ce2407e2341bfa72628cb483933a)] -> xpath: //button[contains(text(),'Customer Login')]]
2020-04-28 00:04:846 INFO  CustomerLoginPage :29 -  Search customer: [[ChromeDriver: chrome on WINDOWS (bef0ce2407e2341bfa72628cb483933a)] -> id: userSelect]
2020-04-28 00:04:69 INFO  CustomerLoginPage :36 -  Search customer: [[ChromeDriver: chrome on WINDOWS (bef0ce2407e2341bfa72628cb483933a)] -> id: userSelect]
2020-04-28 00:04:466 INFO  AccountPage :59 -  Click on Deposit tab [[ChromeDriver: chrome on WINDOWS (bef0ce2407e2341bfa72628cb483933a)] -> xpath: //button[contains(text(),'Deposit')]]
2020-04-28 00:04:333 INFO  AccountPage :72 -  Enter Amount: 100 in the amount field [[ChromeDriver: chrome on WINDOWS (bef0ce2407e2341bfa72628cb483933a)] -> xpath: //input[@placeholder='amount']]
2020-04-28 00:04:523 INFO  AccountPage :79 -  Click on Deposit button: [[ChromeDriver: chrome on WINDOWS (bef0ce2407e2341bfa72628cb483933a)] -> xpath: //button[1][contains(text(),'Deposit')]]
2020-04-28 00:04:655 INFO  AccountPage :93 -  Verify text: Deposit Successful is displayed [[ChromeDriver: chrome on WINDOWS (bef0ce2407e2341bfa72628cb483933a)] -> xpath: //span[contains(text(),'Deposit Successful')]]
